fuente,source_record_id,fecha_hora,fecha,hora,aeropuerto_icao,aeropuerto_nombre,ciudad,provincia,fase_vuelo,descripcion,tipo_incidente,categoria_incidente,aeronave_modelo,aeronave_matricula,tipo_aeronave,condicion_meteorologica,condicion_luz,visibilidad_millas,viento_kt,latitud,longitud,lesionados,fatalidades,nivel_riesgo
JST,JST-RAW-64093487-21,2021-07-15T17:40:00,2021-07-15,1740,,,Ingeniero Taravella - Córdoba (SACO),Cordoba,Rodaje,"Incidente | GCOL (Ground Collision) | Commercial Air Transport / Scheduled / Airline (domestic) | Ingeniero Taravella - Córdoba (SACO), Cordoba",GCOL (Ground Collision),Operacion,,LV-IVO,,,,,,-31.31,-64.2083,0,0,Alto
JST,JST-RAW-64534781-21,2021-07-16T20:15:00,2021-07-16,2015,,,Marcos Paz,Buenos Aires,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Marcos Paz, Buenos Aires",LOC-I (Loss of control - inflight),Operacion,,LV-JFK,,,,,,-34.73972,-58.90277,0,0,Critico
JST,JST-RAW-64536517-21,2021-07-17T19:00:00,2021-07-17,1900,,,Ezpeleta,Buenos Aires,Aterrizaje,"Accidente | LOC-G (Loss of control -ground), RE (Runway Excursion) | Unknown / Unknown / Se desconoce | Ezpeleta, Buenos Aires","LOC-G (Loss of control -ground), RE (Runway Excursion)",Pista,,LV-GXN,,,,,,-34.74694,-58.20361,0,0,Alto
JST,JST-RAW-72510988-21,2021-07-21T16:30:00,2021-07-21,1630,,,Fortín Belgrano,Chaco,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Bussiness / Bussiness | Fortín Belgrano, Chaco",ARC (Abnormal runway contact),Pista,,LQ-ZPR,,,,,,-24.12111,-62.33944,0,0,Alto
JST,JST-RAW-66978998-21,2021-07-23T14:15:00,2021-07-23,1415,,,San Carlos Norte,Santa Fe,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Otros | San Carlos Norte, Santa Fe",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-HBS,,,,,,-27.77583,-55.85333,0,0,Alto
JST,JST-RAW-69379768-21,2021-07-31T14:15:00,2021-07-31,1415,,,Concepción del Uruguay,Entre Rios,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Unknown / Unknown / Se desconoce | Concepción del Uruguay, Entre Rios",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-OAW,,,,,,-32.15444,-58.19944,0,0,Alto
JST,JST-RAW-70293688-21,2021-08-03T21:15:00,2021-08-03,2115,,,Rivadavia,Mendoza,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Rivadavia, Mendoza",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-UX079,,,,,,-32.96305,-68.87277,0,0,Alto
JST,JST-RAW-80437357-21,2021-08-07T20:30:00,2021-08-07,2030,,,Cañuelas,Buenos Aires,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Specialised Operations / Aerial Work / Towing | Cañuelas, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-MBO,,,,,,-35.11166,-58.72638,0,0,Alto
JST,JST-RAW-74901395-21,2021-08-15T19:15:00,2021-08-15,1915,,,Bragado,Buenos Aires,Rodaje,"Accidente | GCOL (Ground Collision) | Non-Commercial Operations / Flight Training/Instructional / Other, Non-Commercial Operations / Pleasure / Local | Bragado, Buenos Aires",GCOL (Ground Collision),Operacion,,"LV-APM, LV-GDU",,,,,,-35.33147,-60.57884,0,0,Alto
JST,JST-RAW-805339326-21,2021-08-22T16:30:00,2021-08-22,1630,,,Suls,Maldonado,En vuelo,"Accidente | CFIT (Controlled fligth into or toward terrain) | Non-Commercial Operations / Pleasure / Otros | Suls, Maldonado",CFIT (Controlled fligth into or toward terrain),Operacion,,LV-CVT,,,,,,-34.855,-55.09416,0,0,Critico
JST,JST-RAW-80441243-21,2021-08-28T19:30:00,2021-08-28,1930,,,Pueblo Esther,Santa Fe,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Specialised Operations / Aerial Work / Other | Pueblo Esther, Santa Fe",ARC (Abnormal runway contact),Pista,,LV-X662,,,,,,-33.08333,-60.55194,0,0,Alto
JST,JST-RAW-86467423-21,2021-09-01T14:00:00,2021-09-01,1400,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,En tierra,"Incidente | RAMP (Ground Handling) | Commercial Air Transport / Scheduled / Airline (domestic) | Aeroparque Jorge Newbery (SABE), Buenos Aires",RAMP (Ground Handling),Seguridad operacional,,LV-IVN,,,,,,-34.55888,-58.41638,0,0,Medio
JST,JST-RAW-88708570-21,2021-09-19T18:25:00,2021-09-19,1825,,,San Andres de Giles,Buenos Aires,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Specialised Operations / Aerial Work / Other | San Andres de Giles, Buenos Aires",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-JYF,,,,,,-34.47027,-59.42472,0,0,Alto
JST,JST-RAW-94210642-21,2021-10-03T15:01:00,2021-10-03,1501,,,Morón,Buenos Aires,Aterrizaje,"Incidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",RE (Runway Excursion),Pista,,LV-BXR,,,,,,-34.67916,-58.64361,0,0,Alto
JST,JST-RAW-97298782-21,2021-10-08T21:30:00,2021-10-08,2130,,,Intendente Alvear,La Pampa,En vuelo,"Accidente | CFIT (Controlled fligth into or toward terrain) | Specialised Operations / Aerial Work / Agricultural | Intendente Alvear, La Pampa",CFIT (Controlled fligth into or toward terrain),Operacion,,LV-BDW,,,,,,-35.36333,-63.46805,0,0,Critico
JST,JST-RAW-97299571-21,2021-10-09T21:30:00,2021-10-09,2130,,,Lago Rosario,Chubut,Ascenso inicial,"Accidente | FUEL (Fuel related) | Non-Commercial Operations / Pleasure / Local | Lago Rosario, Chubut",FUEL (Fuel related),Tecnico,,LV-GBY,,,,,,-43.25027,-71.34888,0,0,Alto
JST,JST-RAW-99216983-21,2021-10-15T21:10:00,2021-10-15,2110,,,Burzaco,Buenos Aires,Ascenso inicial,"Accidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Other | Burzaco, Buenos Aires",FUEL (Fuel related),Tecnico,,LV-FIU,,,,,,-34.81722,-58.635,0,0,Alto
JST,JST-RAW-99215439-21,2021-10-17T08:00:00,2021-10-17,0800,,,Mercedes,Buenos Aires,Aterrizaje,"Incidente | BIRD (Birdstrike) | Non-Commercial Operations / Flight Training/Instructional / Other | Mercedes, Buenos Aires",BIRD (Birdstrike),Fauna,,LV-CKO,,,,,,-34.63888,-59.45527,0,0,Alto
JST,JST-RAW-105094269-21,2021-10-23T11:15:00,2021-10-23,1115,,,Au Perito Moreno altura peaje Parque Avellaneda,Ciudad Autónoma De Buenos Aires,Rodaje,"Accidente | GCOL (Ground Collision) | Commercial Air Transport / Non-Scheduled / Air Ambulance | Au Perito Moreno altura peaje Parque Avellaneda, Ciudad Autónoma De Buenos Aires",GCOL (Ground Collision),Operacion,,LV-CVE,,,,,,-34.64722,-58.47833,0,0,Alto
JST,JST-RAW-102726258-21,2021-10-26T13:30:00,2021-10-26,1330,,,San Fernando,Buenos Aires,En vuelo,"Incidente | F-NI (Fire/smoke non-impact) | Commercial Air Transport / Non-Scheduled / Air Ambulance | San Fernando, Buenos Aires",F-NI (Fire/smoke non-impact),Seguridad operacional,,LV-BPO,,,,,,-34.455,-58.59138,0,0,Alto
JST,JST-RAW-105110377-21,2021-10-30T13:40:00,2021-10-30,1340,,,Marcos Paz,Buenos Aires,Ascenso inicial,"Accidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Marcos Paz, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-GKC,,,,,,-34.72277,-58.89277,0,0,Alto
JST,JST-RAW-105107497-21,2021-10-30T22:19:00,2021-10-30,2219,,,Villa General Belgrano,Cordoba,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Pleasure / Otros | Villa General Belgrano, Cordoba",LALT (Low altitude operations),Operacion,,LV-X571,,,,,,-31.96722,-64.56305,0,0,Alto
JST,JST-RAW-105099341-21,2021-10-31T21:00:00,2021-10-31,2100,,,Itacaruaré,Misiones,Despegue,"Accidente | CTOL (Collision with obstacle during take-off and landing), AMAN (Abrupt Maneuvre) | Non-Commercial Operations / Pleasure / Local | Itacaruaré, San Javier, Misiones","CTOL (Collision with obstacle during take-off and landing), AMAN (Abrupt Maneuvre)",Operacion,,LV-UX120,,,,,,-27.88333,-55.13611,0,0,Critico
JST,JST-RAW-105559269-21,2021-11-02T07:27:00,2021-11-02,0727,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,En vuelo,"Incidente | AMAN (Abrupt Maneuvre) | Non-Commercial Operations / Bussiness / Bussiness | Aeroparque Jorge Newbery (SABE), Buenos Aires",AMAN (Abrupt Maneuvre),Operacion,,LV-BYN,,,,,,-34.55972,-58.415,0,0,Alto
JST,JST-RAW-107714093-21,2021-11-03T00:40:00,2021-11-03,0040,,,Baradero,Buenos Aires,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Commercial Air Transport / Scheduled / Airline (domestic) | Baradero, Buenos Aires",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,N36962,,,,,,-33.81027,-59.49972,0,0,Alto
JST,JST-RAW-108963100-21,2021-11-09T16:47:00,2021-11-09,1647,,,General Rodríguez,Buenos Aires,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | General Rodríguez, Buenos Aires",ARC (Abnormal runway contact),Pista,,LV-AMI,,,,,,-34.68027,-59.03583,0,0,Alto
JST,JST-RAW-109328996-21,2021-11-10T20:50:00,2021-11-10,2050,,,San Carlos de Bolívar,Buenos Aires,En vuelo,"Accidente | LOLI (Loss of lifting conditions en-route), CFIT (Controlled fligth into or toward terrain) | Non-Commercial Operations / Pleasure / Otros | San Carlos de Bolívar, Buenos Aires","LOLI (Loss of lifting conditions en-route), CFIT (Controlled fligth into or toward terrain)",Operacion,,LV-ENW,,,,,,-36.08055,-60.86944,0,0,Critico
JST,JST-RAW-29824857-24,2021-11-17T18:30:00,2021-11-17,1830,,,Rauch,Buenos Aires,En tierra,"Accidente | F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations), LOC-I (Loss of control - inflight) | Non-Commercial Operations / Relocation / Ferry | Rauch, Buenos Aires","F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations), LOC-I (Loss of control - inflight)",Seguridad operacional,,LV-ZRH,,,,,,-36.99388,-59.26972,0,0,Critico
JST,JST-RAW-112293404-21,2021-11-18T12:30:00,2021-11-18,1230,,,Morón,Buenos Aires,Rodaje,"Accidente | GCOL (Ground Collision) | Non-Commercial Operations / Relocation / Ferry | Morón, Buenos Aires",GCOL (Ground Collision),Operacion,,LV-CDW,,,,,,-34.67916,-58.64277,0,0,Alto
JST,JST-RAW-113471705-21,2021-11-20T12:35:00,2021-11-20,1235,,,Azcarate Irastorsa S.A - Int. Alvear,La Pampa,Aterrizaje,"Accidente | USOS (Undershoot/overshoot) | Non-Commercial Operations / Pleasure / Otros | Azcarate Irastorsa S.A - Int. Alvear, La Pampa",USOS (Undershoot/overshoot),Pista,,LV-BXJ,,,,,,-35.23361,-63.56555,0,0,Alto
JST,JST-RAW-119929779-21,2021-12-10T10:40:00,2021-12-10,1040,,,Alagro. Localidad: FUNES,Santa Fe,Aterrizaje,"Accidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Solo (supervised) | Alagro. Localidad: FUNES, Santa Fe",ARC (Abnormal runway contact),Pista,,LV-CJR,,,,,,-32.89,-60.84361,0,0,Alto
JST,JST-RAW-6658234-22,2021-12-21T23:15:00,2021-12-21,2315,,,El Pampero,La Pampa,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Local | El Pampero, La Pampa",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-EQS,,,,,,-36.592862,-64.187126,0,0,Alto
JST,JST-RAW-126611445-21,2021-12-29T14:15:00,2021-12-29,1415,,,40 NM al Norte de AD Chapelco,Neuquen,En vuelo,"Accidente | EXTL (External load related ocurrences) | Nationally Regulated Operations (State Operations) / Firefighting / Firefighting | 40 NM al Norte de AD Chapelco, Neuquen",EXTL (External load related ocurrences),Operacion,,LV-KAI,,,,,,-40.075278,-71.137222,0,0,Alto
JST,JST-RAW-35544821-23,2022-01-15T13:40:00,2022-01-15,1340,,,Cajati,San Pablo,Rodaje,"Accidente | LOC-G (Loss of control -ground), RAMP (Ground Handling) | Specialised Operations / Aerial Work / Agricultural | Cajati, San Pablo","LOC-G (Loss of control -ground), RAMP (Ground Handling)",Seguridad operacional,,PR-SOD,,,,,,-20.962,-49.213,0,0,Alto
JST,JST-RAW-16106876-24,2022-01-15T22:30:00,2022-01-15,2230,,,Santo Tomé,Corrientes,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Nationally Regulated Operations (State Operations) / Firefighting / Firefighting | Santo Tomé, Corrientes",LOC-I (Loss of control - inflight),Operacion,,LV-WZE,,,,,,-28.52305,-56.11277,0,0,Critico
JST,JST-RAW-6496349-22,2022-01-20T09:45:00,2022-01-20,0945,,,San Fernando,Buenos Aires,Ascenso inicial,"Incidente | BIRD (Birdstrike) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | San Fernando, Buenos Aires",BIRD (Birdstrike),Fauna,,LV-ZTR,,,,,,-34.455,-58.59138,0,0,Alto
JST,JST-RAW-22353426-22,2022-03-02T16:30:00,2022-03-02,1630,,,Angra dos Reis,Angra Dos Reis,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Pleasure / Otros | Angra dos Reis, Angra Dos Reis",RE (Runway Excursion),Pista,,LV-GQN,,,,,,-22.97527,-44.30722,0,0,Alto
JST,JST-RAW-70693621-24,2022-03-09T19:30:00,2022-03-09,1930,,,General Pinedo,Chaco,Ascenso inicial,"Accidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Agricultural | General Pinedo, Chaco",FUEL (Fuel related),Tecnico,,LV-JQL,,,,,,-27.46611,-61.61055,0,0,Alto
JST,JST-RAW-25677952-22,2022-03-12T16:30:00,2022-03-12,1630,,,Mula Muerta,Cordoba,Ascenso inicial,"Accidente | FUEL (Fuel related) | Specialised Operations / Aerial Work / Agricultural | Mula Muerta, Cordoba",FUEL (Fuel related),Tecnico,,LV-BYP,,,,,,-30.88194,-63.965,0,0,Alto
JST,JST-RAW-24983343-22,2022-03-14T18:45:00,2022-03-14,1845,,,San Justo,Santa Fe,Aterrizaje,"Accidente | ARC (Abnormal runway contact), RE (Runway Excursion) | Non-Commercial Operations / Bussiness / Bussiness | San Justo, Santa Fe","ARC (Abnormal runway contact), RE (Runway Excursion)",Pista,,LV-MEE,,,,,,-30.76805,-60.56833,0,0,Alto
JST,JST-RAW-26584049-22,2022-03-19T20:10:00,2022-03-19,2010,,,San Fernando,Buenos Aires,Ascenso inicial,"Incidente | FUEL (Fuel related) | Non-Commercial Operations / Pleasure / Otros | San Fernando, Buenos Aires",FUEL (Fuel related),Tecnico,,LV-HWL,,,,,,-34.455,-58.59138,0,0,Alto
JST,JST-RAW-35178584-22,2022-04-07T11:15:00,2022-04-07,1115,,,San Fernando,Buenos Aires,Rodaje,"Incidente | GCOL (Ground Collision) | Commercial Air Transport / Scheduled / Airline (domestic) | San Fernando, Buenos Aires",GCOL (Ground Collision),Operacion,,LV-KBS,,,,,,-34.455,-58.59138,0,0,Alto
JST,JST-RAW-36953095-22,2022-04-16T18:40:00,2022-04-16,1840,,,Necochea,Buenos Aires,Ascenso inicial,"Incidente grave | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Necochea, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-OFS,,,,,,-38.60541,-58.79166,0,0,Alto
JST,JST-RAW-49951658-22,2022-05-03T20:15:00,2022-05-03,2015,,,Alto Paraíso de Goiás,Goiás,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Specialised Operations / Aerial Work / Agricultural | Alto Paraíso de Goiás, Goiás",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,PT-OUB,,,,,,-14.30083,-47.45722,0,0,Alto
JST,JST-RAW-44739297-22,2022-05-05T19:30:00,2022-05-05,1930,,,Santa Rosa (SAZR),La Pampa,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Pleasure / Local | Santa Rosa (SAZR), La Pampa",ARC (Abnormal runway contact),Pista,,LV-EQS,,,,,,-36.59666,-64.18722,0,0,Alto
JST,JST-RAW-47591895-22,2022-05-12T13:00:00,2022-05-12,1300,,,Resistencia (SARE),Chaco,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Resistencia (SARE), Chaco",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-MYA,,,,,,-27.45,-59.05611,0,0,Alto
JST,JST-RAW-53119193-22,2022-05-17T10:00:00,2022-05-17,1000,,,Brasilândia de Minas,Minas Gerais,Rodaje,"Accidente | GCOL (Ground Collision) | Specialised Operations / Aerial Work / Agricultural | Brasilândia de Minas, Minas Gerais",GCOL (Ground Collision),Operacion,,PR-CTD,,,,,,-17.07027,-45.87444,0,0,Critico
JST,JST-RAW-50053689-22,2022-05-19T15:45:00,2022-05-19,1545,,,Marcos Paz,Buenos Aires,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Dual | Marcos Paz, Buenos Aires",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-BRI,,,,,,-34.71222,-58.87388,0,0,Alto
JST,JST-RAW-58320078-22,2022-06-07T13:12:00,2022-06-07,1312,,,Aeroparque Jorge Newbery (SABE),Buenos Aires,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | Aeroparque Jorge Newbery (SABE), Buenos Aires",ARC (Abnormal runway contact),Pista,,LV-IYQ,,,,,,-34.55972,-58.415,0,0,Alto
JST,JST-RAW-59370193-22,2022-06-12T18:30:00,2022-06-12,1830,,,Hersilia,Santa Fe,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Flight Training/Instructional / Other | Hersilia, Santa Fe",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-ZEY,,,,,,-30.07777,-61.92583,0,0,Alto
JST,JST-RAW-61313032-22,2022-06-15T18:30:00,2022-06-15,1830,,,El Tránsito,Corrientes,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | El Tránsito, Corrientes",LOC-I (Loss of control - inflight),Operacion,,LV-HUQ,,,,,,-28.41666,-57.7,0,0,Critico
JST,JST-RAW-66227559-22,2022-06-17T13:10:00,2022-06-17,1310,,,Fernandópolis,Sao Pablo,Aterrizaje,"Accidente | RE (Runway Excursion) | Non-Commercial Operations / Flight Training/Instructional / Check | Fernandópolis, Sao Pablo",RE (Runway Excursion),Pista,,PP-GEJ,,,,,,-20.27666,-50.21388,0,0,Alto
JST,JST-RAW-66817513-22,2022-07-01T17:10:00,2022-07-01,1710,,,Río Grande,Antártida E Islas Del Atlántico Sur,En tierra,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), F-POST (Fire/smoke Post-Impact) | Commercial Air Transport / Non-Scheduled / Air Ambulance | Río Grande, Tierra Del Fuego, Antártida E Islas Del Atlántico Sur","SCF-NP (System/component failure or malfunction (No Powerplant), F-POST (Fire/smoke Post-Impact)",Seguridad operacional,,LV-BPA,,,,,,-53.78055,-67.7625,0,0,Critico
JST,JST-RAW-68409960-22,2022-07-05T18:45:00,2022-07-05,1845,,,Batan,Buenos Aires,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Otros | Batan, Buenos Aires",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-JHQ,,,,,,-38.01166,-57.6775,0,0,Alto
JST,JST-RAW-72420628-22,2022-07-14T16:00:00,2022-07-14,1600,,,Coronel Olmedo,Cordoba,En vuelo,"Incidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Acrobatics | Coronel Olmedo, Cordoba",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-AST,,,,,,-31.45166,-64.075,0,0,Alto
JST,JST-RAW-75889825-22,2022-07-22T20:00:00,2022-07-22,2000,,,General Rodriguez,Buenos Aires,En vuelo,"Accidente | UNK (Unknown o undetermined) | Non-Commercial Operations / Pleasure / Local | General Rodriguez, Buenos Aires",UNK (Unknown o undetermined),Operacion,,LV-WMB,,,,,,-34.68861,-58.955,0,0,Bajo
JST,JST-RAW-90042303-23,2022-07-26T21:30:00,2022-07-26,2130,,,Trinidad,Casanare,Maniobra a baja altura,"Accidente | Specialised Operations / Aerial Work / Agricultural | Trinidad, Casanare",Accidente,Operacion,,HK1207,,,,,,5.409166,-71.66111,0,0,Alto
JST,JST-RAW-95708560-24,2022-07-29T16:00:00,2022-07-29,1600,,,Cordoba,Cordoba,En vuelo,"Incidente grave | MED (Medical) | Commercial Air Transport / Non-Scheduled / Airline (domestic) | Cordoba, Cordoba",MED (Medical),Operacion,,LV-IVN,,,,,,-31.31,-64.20833,0,0,Medio
JST,JST-RAW-82971366-22,2022-08-09T16:53:00,2022-08-09,1653,,,Santa Fe,Santa Fe,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Flight Training/Instructional / Other | Santa Fe, Santa Fe",LOC-I (Loss of control - inflight),Operacion,,LV-NIG,,,,,,-33.34388,-62.05277,0,0,Critico
JST,JST-RAW-83752541-22,2022-08-11T17:50:00,2022-08-11,1750,,,Coronel Olmedo,Buenos Aires,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Other | Coronel Olmedo, Buenos Aires",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-OOJ,,,,,,-31.45166,-64.075,0,0,Alto
JST,JST-RAW-84997038-22,2022-08-13T20:10:00,2022-08-13,2010,,,Malargue,Mendoza,Aterrizaje,"Incidente | ARC (Abnormal runway contact) | Non-Commercial Operations / Flight Training/Instructional / Other | Malargue, Mendoza",ARC (Abnormal runway contact),Pista,,LV-CHY,,,,,,-35.49361,-69.57472,0,0,Alto
JST,JST-RAW-84927571-22,2022-08-15T15:25:00,2022-08-15,1525,,,Morón,Buenos Aires,Rodaje,"Incidente | GCOL (Ground Collision) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",GCOL (Ground Collision),Operacion,,LV-CRR,,,,,,-34.67916,-58.64361,0,0,Alto
JST,JST-RAW-87179955-22,2022-08-20T21:50:00,2022-08-20,2150,,,Rosario de la Frontera,Salta,Aterrizaje,"Accidente | ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Flight Training/Instructional / Other | Rosario de la Frontera, Salta","ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",Pista,,LV-LFM,,,,,,-25.82611,-64.96305,0,0,Alto
JST,JST-RAW-31587410-24,2022-08-25T15:45:00,2022-08-25,1545,,,San Pedro,Buenos Aires,Maniobra a baja altura,"Accidente | LALT (Low altitude operations) | Non-Commercial Operations / Flight Training/Instructional / Other | San Pedro, Buenos Aires",LALT (Low altitude operations),Operacion,,LV-JWI,,,,,,-33.52361,-59.72694,0,0,Alto
JST,JST-RAW-103748642-22,2022-09-03T12:00:00,2022-09-03,1200,,,Ushuaia,Antártida E Islas Del Atlántico Sur,Aterrizaje,"Incidente | RE (Runway Excursion) | Commercial Air Transport / Scheduled / Airline (domestic) | Ushuaia, Tierra Del Fuego, Antártida E Islas Del Atlántico Sur",RE (Runway Excursion),Pista,,LV-GKP,,,,,,-54.83955,-68.31443,0,0,Alto
JST,JST-RAW-94709410-22,2022-09-07T16:45:00,2022-09-07,1645,,,Morón,Buenos Aires,En vuelo,"Incidente | F-NI (Fire/smoke non-impact) | Non-Commercial Operations / Flight Training/Instructional / Other | Morón, Buenos Aires",F-NI (Fire/smoke non-impact),Seguridad operacional,,LV-CGD,,,,,,-34.67916,-58.64277,0,0,Alto
JST,JST-RAW-96387208-22,2022-09-10T16:24:00,2022-09-10,1624,,,Laguna Larga,Cordoba,Ascenso inicial,"Incidente | SCF-PP (Powerplant failure or malfunction) | Non-Commercial Operations / Pleasure / Local | Laguna Larga, Cordoba",SCF-PP (Powerplant failure or malfunction),Tecnico,,LV-FZI,,,,,,-31.89277,-63.97416,0,0,Alto
JST,JST-RAW-96407094-22,2022-09-11T19:45:00,2022-09-11,1945,,,Villa Maria,Cordoba,Rodaje,"Incidente | GCOL (Ground Collision) | Non-Commercial Operations / Pleasure / Local, Non-Commercial Operations / Pleasure / Local | Villa Maria, Cordoba",GCOL (Ground Collision),Operacion,,"LV-HBR, LV-IWD",,,,,,-32.32666,-63.22833,0,0,Alto
JST,JST-RAW-100639940-22,2022-09-20T12:00:00,2022-09-20,1200,,,Apóstoles,Misiones,En vuelo,"Accidente | Non-Commercial Operations / Relocation / Delivery | Apóstoles, Misiones",Accidente,Operacion,,LV-BCJ,,,,,,-27.90333,-55.76555,0,0,Alto
JST,JST-RAW-19229436-24,2022-09-22T15:50:00,2022-09-22,1550,,,Puerta de Ávalos,Jujuy,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Local | Puerta de Ávalos, Jujuy",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-OIB,,,,,,-24.31444,-64.24694,0,0,Alto
JST,JST-RAW-101897044-22,2022-09-25T21:10:00,2022-09-25,2110,,,Morteros,Cordoba,En vuelo,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant) | Non-Commercial Operations / Pleasure / Local | Morteros, Cordoba",SCF-NP (System/component failure or malfunction (No Powerplant),Tecnico,,LV-JED,,,,,,-30.40611,-62.18055,0,0,Alto
JST,JST-RAW-26650812-24,2022-10-12T21:20:00,2022-10-12,2120,,,Jesús María,Cordoba,En vuelo,"Accidente | UNK (Unknown o undetermined) | Unknown / Unknown / Se desconoce | Jesús María, Cordoba",UNK (Unknown o undetermined),Operacion,,S/M,,,,,,-30.98444,-64.0725,0,0,Bajo
JST,JST-RAW-110785529-22,2022-10-16T19:20:00,2022-10-16,1920,,,Morón,Buenos Aires,Aterrizaje,"Accidente | SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion) | Non-Commercial Operations / Pleasure / Otros | Morón, Buenos Aires","SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",Pista,,LV-S114,,,,,,-34.67583,-58.64194,0,0,Alto
JST,JST-RAW-113211779-22,2022-10-23T14:50:00,2022-10-23,1450,,,Mercedes,Buenos Aires,En vuelo,"Accidente | LOC-I (Loss of control - inflight) | Non-Commercial Operations / Pleasure / Otros | Mercedes, Buenos Aires",LOC-I (Loss of control - inflight),Operacion,,LV-IUG,,,,,,-34.63611,-59.45888,0,0,Critico
